"popularity_score","title","artist","year","decade","original_vocal","categories","Social_singing","artist_review_flag","cleanup_notes"
"119","Watermelon Crawl","Tracy Byrd","1994","90s","Male","Country, Contemporary Country","","",""
"118","Don't You Forget About Me","Simple Minds","1985","80s","","Pop Rock, Pop, New Wave, Synth-Pop","","",""
"117","Whiskey Girl","Toby Keith","2003","2000s","Male","Country, Contemporary Country, Rock, Country Rock","","",""
"116","I Cross My Heart","George Strait","1992","90s","Male","Country, Contemporary Country","","",""
"116","Lady May","Tyler Childers","2016","2010s","Male","Country, Alt-Country, Americana","","",""
"116","Blister in the Sun","Violent Femmes","1996","90s","","Alternative Rock","","",""
"115","Forgot About Dre","Dr. Dre & Eminem","","","","","","",""
"115","Landing in London","3 Doors Down feat. Bob Seger","","","","","","","swapped title/artist"
"115","No One Else on Earth","Wynonna","1992","90s","Female","Country, Contemporary Country","","",""
"114","Something to Talk About","Bonnie Raitt","1991","90s","Female","Country, Rock, Pop, Blues, Blues Rock","","",""
"114","My Heart Will Go on","Celine Dion","1996","90s","Female","Rock, Pop, Adult Contemporary, Folk Rock, Soft Rock","","",""
"114","Superman","Five for Fighting","2000","2000s","Male","Rock","","",""
"114","Downtown","Macklemore & Ryan Lewis","2015","2010s","","Hip-Hop, Funk","","",""
"114","Kiss","Prince","1989","80s","Male","Rock, Pop Rock, Pop, Dance-Pop, R&B","","",""
"114","How Do You Like Me Now","Toby Keith","1999","90s","Male","Country, Contemporary Country","","",""
"114","Meet Virginia","Train","1996","90s","","Rock, Alternative Rock, Pop Rock, Pop, Electronic","","",""
"113","Dixieland Delight","Alabama","1983","80s","","Country, Country Pop, Alt-Country","","",""
"113","War Pigs","Black Sabbath","1982","80s","","Rock, Hard Rock, Classic Rock, Heavy Metal, Metal","","",""
"113","No Rain","Blind Melon","1992","90s","","Rock, Alternative Rock, Pop Rock, Pop, Grunge","","",""
"113","The One I Loved Back Then","George Jones","1989","80s","Male","Country","","",""
"113","Harper Valley P.t.a.","Jeannie C. Riley","1974","70s","Female","Country","","",""
"113","The Freshman","The Verve Pipe","1999","90s","","Alternative Rock, Pop Rock, Indie Rock, Post-Grunge","","",""
"112","Someone Like You","Adele","2010","2010s","Female","Pop, R&B, Soul","","",""
"112","Big River","Johnny Cash","1971","70s","Male","Country, Folk, Americana, Blues, Gospel","","",""
"112","Tequila","The Champs","1975","70s","","Rock, Rock and Roll","","",""
"111","Bette Davis Eyes","Kim Carnes","1981","80s","Female","Country Pop, Rock, Pop Rock, Pop, Adult Contemporary","","",""
"111","Dicked Down in Dallas","Trey Lewis","2020","2020s","Male","Country","","",""
"110","The Curse of the Blackened Eye","Orville Peck","2022","2020s","Male","Country, Alt-Country, Alternative Rock, Indie Rock","","",""
"110","Chasing Cars","Snow Patrol","2005","2000s","","Alternative Rock, Pop Rock, Indie Rock","","",""
"110","Don't Let Me Down","The Beatles","1987","80s","","Rock, Pop Rock, Classic Rock, Pop, Britpop","","",""
"110","Into the Great Wide Open","Tom Petty","1996","90s","Male","Rock, Pop Rock, Heartland Rock, Southern Rock","","",""
"109","Jar of Hearts","Christina Perri","2010","2010s","Female","Pop, Singer-Songwriter, Adult Contemporary","","",""
"109","The Ride","David Allan Coe","1983","80s","Male","Country, Contemporary Country, Americana","","",""
"109","You Can Leave Your Hat on","Joe Cocker","1986","80s","Male","Rock, Pop Rock, Classic Rock, Pop, Adult Contemporary","","",""
"108","Have You Ever Seen the Rain","Creedence Clearwater Revival","1970","70s","","Rock, Pop Rock, Classic Rock, Pop, R&B","","",""
"108","Alone","Heart","1987","80s","","Rock, Hard Rock, Pop Rock, Classic Rock, Pop","","",""
"108","Easy","The Commodores","1984","80s","","Pop, R&B, Soul, Disco, Funk","","",""
"107","Mama Mia","ABBA","1999","90s","","","Group Song","",""
"107","Fishin' in the Dark","Nitty Gritty Dirt Band","1987","80s","","Country, Country Pop, Bluegrass, Country Rock","","",""
"107","Fat Bottomed Girls","Queen","1981","80s","","Rock, Hard Rock, Pop Rock, Classic Rock, Baroque Pop","","",""
"107","Shoop","Salt 'N Pepa","1993","90s","","Pop, Hip-Hop, Pop Rap, Electronic","","",""
"106","The Nearness of You","Norah Jones","2002","2000s","Female","Pop, Adult Contemporary, Blues, Jazz","","",""
"105","Ghost Riders in the Sky","Johnny Cash","1981","80s","Male","Country, Folk, Americana, Blues, Gospel","","",""
"105","Bartender","Lady A","","","","","","",""
"105","Hey There Delilah","Plain White T's","2005","2000s","","Alternative Rock, Pop Punk","","",""
"105","Possum Kingdom","Toadies","1992","90s","","Post-Grunge","","",""
"104","Austin","Blake Shelton","2001","2000s","Male","Country, Contemporary Country, Modern Country, Pop, Bluegrass","","",""
"104","Tears in Heaven","Eric Clapton","1992","90s","Male","Rock, Classic Rock, Pop, Singer-Songwriter, Adult Contemporary","","",""
"104","Blank Space","I Prevail","2014","2010s","","Punk","","",""
"104","Smoke Two Joints","Sublime","1992","90s","","Rock, Alternative Rock, Pop, Punk, Reggae","","",""
"104","Highwayman Jennings, Johnny Cash, & Kris Kristofferson","Waylon Willie Nelson","","","","","","",""
"103","I'm So Lonesome I Could Cry","Hank Williams","1970","70s","Male","Country, Folk, Blues, Gospel","","",""
"103","40oz to Freedom","Sublime","1997","90s","","Rock, Alternative Rock, Punk, Punk Rock, Reggae","","",""
"102","People Are Crazy","Billy Currington","2008","2000s","Male","Country, Contemporary Country, Modern Country","","",""
"102","I'll Be","Edwin McCain","1997","90s","Male","Rock, Alternative Rock, Pop Rock, Pop, Singer-Songwriter","","",""
"102","Blue Suede Shoes","Elvis Presley","1988","80s","Male","Country, Rock, Pop Rock, Pop, R&B","","",""
"102","The Dance","Garth Brooks","1989","80s","Male","Country, Contemporary Country, Modern Country, Country Pop","","",""
"102","Seven Spanish Angels","Willie Nelson & Ray Charles","","","","","","",""
"101","Twentysomething","Jamie Cullum","2003","2000s","Male","Jazz","","",""
"101","Love Me Dead","Ludo","2008","2000s","","Indie Rock","","",""
"101","Your Heart Is as Black as Night","Melody Gardot","2009","2000s","Female","Pop, Jazz","","",""
"101","I Had Some Help","Morgan Wallen","2024","2020s","Male","Country, Country Pop, Hip-Hop, Pop Rap, Trap","","",""
"100","Mother","Danzig","1988","80s","","Alternative Rock, Hard Rock, Alternative Metal, Heavy Metal","","",""
"100","Radioactive","Imagine Dragons","2012","2010s","","Rock, Alternative Rock, Pop Rock, Indie Rock, Electropop","","","confirmed title/artist"
"100","The Middle","Jimmy Eat World","2001","2000s","","Rock, Alternative Rock, Pop Rock, Emo","","",""
"100","Sweating Bullets","Megadeth","1992","90s","","Rock, Hard Rock, Heavy Metal, Metal","","",""
"100","The Fightin' Side of Me","Merle Haggard","1972","70s","Male","Country, Singer-Songwriter","","",""
"100","Kerosene","Miranda Lambert","2005","2000s","Female","Country, Contemporary Country, Modern Country, Alt-Country, Americana","","",""
"100","One Man Band","Old Dominion","2019","2010s","","Country, Country Pop","","",""
"100","Deeper Than the Holler","Randy Travis","1988","80s","Male","Country, Contemporary Country, Americana","","",""
"100","Jumper","Third Eye Blind","1997","90s","","Rock, Alternative Rock, Pop Rock, Pop, Post-Grunge","","",""
"99","Wicked Game","Chris Isaak","1989","80s","Male","Rock, Pop, Singer-Songwriter, Adult Contemporary, Blues","","",""
"99","Put Your Records on","Corinne Bailey Rae","2006","2000s","Female","Pop Rock, Pop, R&B, Contemporary R&B, Soul","","",""
"99","I'm a Believer","Smash Mouth","2001","2000s","","Rock, Alternative Rock, Pop","","",""
"99","Delta Dawn","Tanya Tucker","1977","70s","Female","Country, Contemporary Country, Country Pop","","",""
"98","Whiskey and You","Chris Stapleton","2015","2010s","Male","Country, Contemporary Country, Americana","","",""
"98","Exs and Ohs","Elle King","","","","","","",""
"98","Sweet Child O' Mine","Guns N' Roses","1988","80s","","Rock, Hard Rock, Glam Metal, Heavy Metal, Punk Rock","","",""
"98","Blue Jeans","Lana Del Rey","2011","2010s","Female","Rock, Alternative Rock, Pop, Indie Pop, Art Pop","","",""
"98","My Funny Valentine","Michelle Pfeiffer","1989","80s","Female","Jazz","","",""
"98","The Thunder Rolls (Extended)","Garth Brooks","","","","","","","swapped title/artist"
"97","If I Ain't Got You","Alicia Keys","2003","2000s","Female","Pop, Hip-Hop, R&B, Contemporary R&B, Soul","","",""
"97","Why'd You Only Call Me When You're High","Arctic Monkeys","2013","2010s","","Rock, Indie Rock, Contemporary R&B, Psychedelic Rock","","",""
"97","This Cowboy's Hat","Chris Ledoux","1982","80s","Male","Country","","",""
"97","November Rain","Guns N' Roses","1991","90s","","Rock, Hard Rock, Glam Metal, Heavy Metal, Punk Rock","","",""
"97","Why We Drink","Justin Moore","2019","2010s","Male","Country, Contemporary Country","","",""
"97","She Hates Me","Puddle of Mudd","2001","2000s","","Rock, Alternative Rock, Hard Rock, Pop, Grunge","","",""
"97","She's in Love with the Boy","Trisha Yearwood","1991","90s","Female","Country, Contemporary Country, Pop, Americana","","",""
"96","Here Without You","3 Doors Down","2000","2000s","","Rock, Alternative Rock, Hard Rock, Pop Rock, Alternative Metal","","",""
"96","Man in the Box","Alice in Chains","1992","90s","","Rock, Alternative Rock, Hard Rock, Alternative Metal, Glam Metal","","",""
"96","Beer & Whiskey Wine","Little Big Town","","","","","","",""
"96","Good as You","Kane Brown","2018","2010s","Male","Pop","","",""
"96","Whiskey Glasses","Morgan Wallen","2016","2010s","Male","Pop","","",""
"96","Tribute","Tenacious D","1999","90s","","Rock, Alternative Rock, Hard Rock","","",""
"96","Old Number Seven","The Devil Makes Three","2002","2000s","","Country, Alt-Country, Rock, Folk, Americana","","",""
"95","Longhaired Redneck","David Allen Coe","","","","","","",""
"95","Too Sweet","Hozier","2024","2020s","Male","Pop Rock, Indie Rock, Pop, R&B, Soul","","",""
"95","Somebody to Love","Queen","1991","90s","","Rock, Hard Rock, Pop Rock, Classic Rock, Baroque Pop","Group Song","",""
"94","No More Mr. Nice Guy","Alice Cooper","1973","70s","","Rock, Hard Rock, Pop Rock, Classic Rock, Garage Rock","","",""
"94","Sangria","Blake Shelton","2014","2010s","Male","Country, Contemporary Country, Modern Country, Country Pop","","",""
"94","The Man Who Sold the World","Nirvana","1994","90s","","Rock, Alternative Rock, Alternative Metal, Grunge, Punk","","",""
"94","All Your N","Tyler Childers","","","","","","",""
"93","She Won't Be Lonely Long","Clay Walker","2009","2000s","Male","Country, Contemporary Country","","",""
"93","Peace Sells","Megadeth","1986","80s","","Rock, Heavy Metal, Metal","","",""
"93","Seven Nation Army","The White Stripes","2003","2000s","","Alternative Rock, Indie Rock, Blues Rock, Garage Rock","","",""
"92","The Longest Time","Billy Joel","1983","80s","Male","Rock, Pop Rock, Classic Rock, Pop, Singer-Songwriter","","",""
"92","Break Down Here","Julie Roberts","2004","2000s","Female","Country, Modern Country","","",""
"92","Pontoon","Little Big Town","2012","2010s","","Country, Country Pop","","",""
"92","You Ain't Woman Enough to Take My Man","Loretta Lynn","1986","80s","Female","Country","","",""
"91","One and Only","Adele","2011","2010s","Female","Pop, R&B, Contemporary R&B, Soul, Blues","","",""
"91","You Should Probably Leave","Chris Stapleton","2020","2020s","Male","Country","","",""
"91","Time After Time","Cyndi Lauper","1984","80s","Female","Rock, Pop Rock, Pop, Dance-Pop, Blues","","",""
"91","Take Me to Church","Hozier","2013","2010s","Male","Rock, Pop Rock, Indie Rock, Pop, Indie Pop","","",""
"90","Save a Horse (Ride a Cowboy)","Big & Rich","2004","2000s","","Country, Contemporary Country, Modern Country, Alt-Country, Rock","","",""
"90","Who's Gonna Fill Their Shoes","George Jones","1985","80s","Male","Country","","",""
"90","On the Road Again","Willie Nelson","1980","80s","Male","Country, Country Pop, Singer-Songwriter, Blues","","",""
"90","Heading South","Zach Bryan","2019","2010s","Male","Country, Alt-Country, Americana","","",""
"89","Green Day Dreams","Boulevard of Broken","","","","","","",""
"88","Starting Over","Chris Stapleton","2020","2020s","Male","Country, Singer-Songwriter, Bluegrass, Southern Rock","","",""
"88","I Guess That's Why They Call It the Blues","Elton John","1983","80s","Male","Rock, Hard Rock, Pop Rock, Pop, Singer-Songwriter","","",""
"88","Always Remember Us This Way (A Star Is Born Soundtrack)","Lady Gaga","","","","","","","moved soundtrack note to title"
"88","Cumbersome","Seven Mary Three","1994","90s","","Alternative Rock, Hard Rock, Country Rock, Grunge, Post-Grunge","","",""
"88","Leave the Pieces","The Wreckers","2006","2000s","","Country, Contemporary Country, Country Pop, Pop, Folk","","",""
"88","Follow Me","Uncle Kracker","2000","2000s","Male","Country, Rock, Alternative Rock, Hard Rock, Pop","","",""
"87","Rehab","Amy Winehouse","2006","2000s","Female","Pop, R&B, Contemporary R&B, Soul, Blues","","",""
"87","Heart of Glass","Blondie","1979","70s","","Rock, Pop Rock, Pop, Disco, New Wave","","",""
"87","We Belong","Pat Benatar","1991","90s","Female","Rock, Pop Rock, Classic Rock, Pop","","",""
"87","Nobody","Sylvia","1982","80s","Female","Country, Country Pop, Pop, Soft Rock","","",""
"86","Broken Halos","Chris Stapleton","2017","2010s","Male","Country","","",""
"86","Bad Company","Five Finger Death Punch","2009","2000s","","Rock, Heavy Metal, Metal, Nu Metal","","",""
"86","The Fireman","George Strait","1984","80s","Male","Country","","",""
"86","Edward Sharpe & The Magnetic Zeros","Home","","","","","","","swapped title/artist"
"86","She Talks to Angels","The Black Crowes","1991","90s","","Rock, Hard Rock, Blues Rock, Roots Rock, Southern Rock","","",""
"85","Strokin'","Clarence Carter","1981","80s","Male","Pop, R&B, Contemporary R&B, Soul, Funk","","",""
"85","I Drink Alone Destroyers","George Thorogood & the","","","","","","",""
"85","Branded Man","Merle Haggard","1981","80s","Male","Country, Singer-Songwriter","","",""
"85","Rockstar","Nickelback","2005","2000s","","Rock, Alternative Rock, Hard Rock, Pop Rock, Classic Rock","","",""
"85","Broken (Duet)","Seether","","","","","","",""
"85","Runaway Train","Soul Asylum","1993","90s","","Alternative Rock, Pop Rock, Grunge, Pop Punk, Post-Grunge","","",""
"84","Uptown Funk","Mark Ronson feat. Bruno Mars","","","","","","","recombined split title/artist"
"84","Carrying Your Love with Me","George Strait","1997","90s","Male","Country","","",""
"84","One Piece at a Time","Johnny Cash","1978","70s","Male","Country, Folk, Americana, Blues, Gospel","","",""
"84","Like a Prayer","Madonna","1989","80s","Female","Rock, Pop Rock, Pop","","",""
"84","Otherside","Red Hot Chili Peppers","1999","90s","","Rock, Alternative Rock, Pop Rock, Funk, Funk Rock","","",""
"83","The Devil Named Music","Chris Stapleton","2015","2010s","Male","Country, Contemporary Country, Americana","","",""
"83","Drunk (And I Don't Wanna to Go Home)","Elle King & Miranda Lambert","","","","","","",""
"83","Without Me","Eminem","2002","2000s","Male","Rock, Hip-Hop, Pop Rap","","",""
"83","Don't Know Why","Norah Jones","2001","2000s","Female","Country, Pop, Indie Pop, Folk, Singer-Songwriter","","",""
"83","Let 'Er Rip","The Chicks","","","","","","",""
"82","I Will Survive","Gloria Gaynor","1990","90s","Female","Dance-Pop, Soul, Disco","","",""
"82","Voodoo","Godsmack","1998","90s","","Rock, Alternative Rock, Hard Rock, Alternative Metal, Heavy Metal","","",""
"82","How Do You Sleep","John Lennon","1971","70s","Male","Rock, Pop Rock, Classic Rock, Pop, Folk","","",""
"82","Dragula","Rob Zombie","1998","90s","Male","Rock, Hard Rock, Alternative Metal, Electronic, Heavy Metal","","",""
